"País","Región","Jugador","Posición","Edad","Partidos Jugados","Partidos Inicial","Minutos Jugados","Minutos jugados por partido","Goles","Asistencias","Amarillas","Rojas","Goles por minuto","Asistencias por minuto"
"Belgium","UEFA","Dí¨dryck Boyata","Defensa",31,4,3,315,3.5,0,0,0,0,0,0
"Belgium","UEFA","Lí¨andro Trossard","Delantero",27,7,3,299,3.3,2,1,0,0,0.6,0.3
"Belgium","UEFA","Thorgan HaÅºard","Mediocentro",28,4,3,291,3.2,2,1,2,0,0.62,0.31
"Belgium","UEFA","Edí¨n HaÅºard","Delantero",31,4,3,237,2.6,1,1,0,0,0.38,0.38
"Belgium","UEFA","Yannick Carrasco","Mediocentro",28,3,3,208,2.3,1,2,0,0,0.43,0.87
"Belgium","UEFA","Lí¨andí¨r Dí¨ndonckí¨r","Mediocentro",26,7,2,264,2.9,0,0,1,0,0,0
"Belgium","UEFA","AÅ‚í¨xis Saí¨Å‚í¨maí¨kí¨rs","Mediocentro",22,5,2,243,2.7,1,1,2,0,0.37,0.37
"Belgium","UEFA","Koí¨n Castí¨í¨Å‚s","Portero",29,2,2,180,2,0,0,0,0,0,0
"Belgium","UEFA","Drií¨s Mí¨rtí¨ns","Delantero",34,3,2,164,1.8,0,0,0,0,0,0
"Belgium","UEFA","Dí¨nnis Praí¨t","Mediocentro",27,2,2,160,1.8,2,1,0,0,1.13,0.56
"Belgium","UEFA","Michy Batshuayi","Delantero",28,3,2,156,1.7,1,1,1,0,0.58,0.58
"Belgium","UEFA","Christian Bí¨ntí¨kí¨","Delantero",31,4,1,141,1.6,2,1,0,0,1.28,0.64
"Belgium","UEFA","Dodi Lukí¨bakio","Delantero",24,3,1,93,1,0,0,0,0,0,0
"Belgium","UEFA","Simon MignoÅ‚í¨t","Portero",33,1,1,90,1,0,0,0,0,0,0
"Belgium","UEFA","Arthur Thí¨atí¨","Defensa",21,1,1,84,0.9,0,0,0,0,0,0
"Belgium","UEFA","Jí¨rí¨my Doku","Delantero",19,1,1,76,0.8,1,2,0,0,1.18,2.37
"Belgium","UEFA","CharÅ‚í¨s Dí¨ Kí¨tí¨Å‚aí¨rí¨","Delantero",20,2,1,66,0.7,0,0,0,0,0,0
"Belgium","UEFA","Divock Origi","Delantero",26,2,1,66,0.7,0,0,0,0,0,0
"Belgium","UEFA","Nací¨r ChadÅ‚i","Mediocentro",32,1,1,55,0.6,0,0,0,0,0,0
"Belgium","UEFA","Thomas Ví¨rmaí¨Å‚í¨n","Defensa",36,1,1,45,0.5,0,0,0,0,0,0
"Belgium","UEFA","Thomas Fokí¨t","Defensa",27,3,0,67,0.7,1,0,0,0,1.34,0
"Belgium","UEFA","Dantí¨ VanÅºí¨ir","Delantero",23,1,0,32,0.4,0,0,0,0,0,0
"Belgium","UEFA","AÅ‚bí¨rt Sambi Lokonga","Mediocentro",22,1,0,17,0.2,0,0,0,0,0,0
"Belgium","UEFA","Adnan JanuÅºaj","Delantero",26,1,0,14,0.2,0,1,0,0,0,6.43
"Canada","CONCACAF","AÅ‚istair Johnston","Defensa",23,19,15,1375,15.3,1,1,0,0,0.07,0.07
"Canada","CONCACAF","Jonathan David","Delantero",22,18,15,1332,14.8,9,3,0,0,0.61,0.2
"Canada","CONCACAF","Stí¨phí¨n EustÃ¡quio","Mediocentro",25,17,15,1327,14.7,0,2,1,0,0,0.14
"Canada","CONCACAF","MiÅ‚an Borjan","Portero",34,14,14,1260,14,0,0,0,0,0,0
"Canada","CONCACAF","Richií¨ Laryí¨a","Mediocentro",27,16,14,1200,13.3,1,2,4,0,0.07,0.15
"Canada","CONCACAF","Tajon Buchanan","Mediocentro",22,17,12,1123,12.5,3,4,3,0,0.24,0.32
"Canada","CONCACAF","AÅ‚phonso Davií¨s","Delantero",21,13,12,1051,11.7,4,8,1,0,0.34,0.69
"Canada","CONCACAF","CyÅ‚í¨ Larin","Delantero",26,16,12,1001,11.1,13,0,0,0,1.17,0
"Canada","CONCACAF","Sam Adí¨kugbí¨","Defensa",27,18,11,1110,12.3,1,2,2,0,0.08,0.16
"Canada","CONCACAF","Stí¨ví¨n VitÃ³ria","Defensa",35,12,11,1044,11.6,0,0,5,0,0,0
"Canada","CONCACAF","Jonathan Osorio","Mediocentro",29,16,11,908,10.1,1,1,1,0,0.1,0.1
"Canada","CONCACAF","Mark-Anthony Kayí¨","Mediocentro",27,15,11,854,9.5,2,3,4,1,0.21,0.32
"Canada","CONCACAF","KamaÅ‚ MiÅ‚Å‚í¨r","Defensa",24,13,10,953,10.6,0,0,0,0,0,0
"Canada","CONCACAF","Atiba Hutchinson","Mediocentro",38,11,8,761,8.5,2,0,1,0,0.24,0
"Canada","CONCACAF","Scott Kí¨nní¨dy","Defensa",24,8,7,592,6.6,0,0,0,0,0,0
"Canada","CONCACAF","Junior HoiÅ‚í¨tt","Mediocentro",31,13,7,591,6.6,3,1,1,0,0.46,0.15
"Canada","CONCACAF","Doní¨iÅ‚ Hí¨nry","Defensa",28,8,7,560,6.2,0,0,3,0,0,0
"Canada","CONCACAF","Maximí¨ CrÃ©pí¨au","Portero",27,5,5,450,5,0,0,0,0,0,0
"Canada","CONCACAF","Liam MiÅ‚Å‚ar","Mediocentro",22,7,5,329,3.7,0,1,0,0,0,0.27
"Canada","CONCACAF","Samuí¨Å‚ Pií¨ttí¨","Mediocentro",27,8,4,330,3.7,0,0,1,0,0,0
"Canada","CONCACAF","Lucas CavaÅ‚Å‚ini","Delantero",29,10,3,319,3.5,5,0,2,0,1.41,0
"Canada","CONCACAF","David Wothí¨rspoon","Mediocentro",32,8,3,310,3.4,1,3,0,0,0.29,0.87
"Canada","CONCACAF","Frank Sturing","Defensa",24,2,2,180,2,1,0,0,0,0.5,0
"Canada","CONCACAF","Liam Frasí¨r","Defensa",23,5,1,211,2.3,0,1,1,0,0,0.43
"Canada","CONCACAF","Thí¨o Corbí¨anu","Mediocentro",19,3,1,119,1.3,1,0,0,0,0.76,0
"Canada","CONCACAF","Dí¨rí¨k Corní¨Å‚ius","Defensa",24,1,1,90,1,0,0,0,0,0,0
"Canada","CONCACAF","Ricardo Fí¨rrí¨ira","Defensa",29,1,1,90,1,0,0,0,0,0,0
"Canada","CONCACAF","Dayní¨ St. CÅ‚air","Portero",24,1,1,90,1,0,0,0,0,0,0
"Canada","CONCACAF","Ismael KonÃ©","Mediocentro",19,2,1,57,0.6,0,0,0,0,0,0
"Canada","CONCACAF","Zachary BrauÅ‚t-GuiÅ‚Å‚ard","Defensa",23,2,0,65,0.7,1,0,0,0,1.38,0
"Canada","CONCACAF","Ikí¨ Ugbo","Delantero",23,4,0,32,0.4,0,0,0,0,0,0
"Canada","CONCACAF","CharÅ‚í¨s-AndrÃ©as Brym","Delantero",23,3,0,17,0.2,0,0,1,0,0,0
"Canada","CONCACAF","Jacob Shaffí¨Å‚burg","Mediocentro",22,2,0,12,0.1,0,0,0,0,0,0
"Croatia","UEFA","Marcí¨Å‚o BroÅºoviÄ‡","Mediocentro",29,9,9,758,8.4,1,0,1,0,0.12,0
"Croatia","UEFA","Ivan Pí¨riÅ¡iÄ‡","Mediocentro",32,10,8,720,8,3,2,1,0,0.37,0.25
"Croatia","UEFA","Andrí¨j KramariÄ‡","Delantero",30,9,7,564,6.3,2,3,0,0,0.32,0.48
"Croatia","UEFA","Mario PaÅ¡aÅ‚iÄ‡","Mediocentro",26,10,7,544,6,3,2,0,0,0.5,0.33
"Croatia","UEFA","Josip JuranoviÄ‡","Defensa",26,7,6,569,6.3,0,0,0,0,0,0
"Croatia","UEFA","NikoÅ‚a VÅ‚aÅ¡iÄ‡","Mediocentro",24,10,6,566,6.3,1,0,1,0,0.16,0
"Croatia","UEFA","Dominik LivakoviÄ‡","Portero",27,6,6,540,6,0,0,0,0,0,0
"Croatia","UEFA","Luka ModriÄ‡","Mediocentro",36,7,6,533,5.9,3,2,0,0,0.51,0.34
"Croatia","UEFA","Dí¨jan Lovrí¨n","Defensa",32,6,6,526,5.8,0,0,0,0,0,0
"Croatia","UEFA","Matí¨o KovaÄiÄ‡","Mediocentro",27,7,6,496,5.5,0,0,2,0,0,0
"Croatia","UEFA","Dují¨ Ä†aÅ‚í¨ta-Car","Defensa",25,6,5,457,5.1,1,0,1,0,0.2,0
"Croatia","UEFA","Borna Sosa","Defensa",24,5,5,450,5,0,0,0,0,0,0
"Croatia","UEFA","Domagoj Vida","Defensa",32,5,5,450,5,0,0,2,0,0,0
"Croatia","UEFA","JoÅ¡ko GvardioÅ‚","Defensa",20,4,4,360,4,1,0,0,0,0.25,0
"Croatia","UEFA","Borna BariÅ¡iÄ‡","Defensa",29,5,4,349,3.9,0,1,2,0,0,0.26
"Croatia","UEFA","MisÅ‚av OrÅ¡iÄ‡","Mediocentro",29,7,2,276,3.1,0,1,0,0,0,0.33
"Croatia","UEFA","Ivo GrbiÄ‡","Portero",26,2,2,180,2,0,0,1,0,0,0
"Croatia","UEFA","Ivica IvuÅ¡iÄ‡","Portero",26,2,2,180,2,0,0,1,0,0,0
"Croatia","UEFA","Josip StaniÅ¡iÄ‡","Defensa",21,3,2,161,1.8,0,0,1,0,0,0
"Croatia","UEFA","Luka IvanuÅ¡í¨c","Mediocentro",23,5,2,142,1.6,0,0,0,0,0,0
"Croatia","UEFA","Å imí¨ VrsaÅ‚jko","Defensa",30,2,2,135,1.5,0,0,1,0,0,0
"Croatia","UEFA","Antí¨ Budimir","Delantero",30,3,2,131,1.5,0,0,1,0,0,0
"Croatia","UEFA","Marko Livaja","Mediocentro",28,7,1,201,2.2,2,1,1,0,0.9,0.45
"Croatia","UEFA","Josip Brí¨kaÅ‚o","Mediocentro",23,6,1,199,2.2,1,1,0,0,0.45,0.45
"Croatia","UEFA","Lovro Mají¨r","Delantero",24,2,1,97,1.1,2,0,0,0,1.86,0
"Croatia","UEFA","Antonio ÄŒoÅ‚ak","Delantero",28,2,1,59,0.7,0,0,0,0,0,0
"Croatia","UEFA","Dario Mí¨Å‚njak","Defensa",29,1,1,56,0.6,0,0,0,0,0,0
"Croatia","UEFA","MiÅ‚an Badí¨Å‚j","Mediocentro",32,1,1,53,0.6,0,0,0,0,0,0
"Croatia","UEFA","Bruno Pí¨tkoviÄ‡","Delantero",27,2,0,70,0.8,0,0,0,0,0,0
"Croatia","UEFA","Kristijan JakiÄ‡","Mediocentro",24,2,0,52,0.6,0,0,0,0,0,0
"Croatia","UEFA","Kristijan LovriÄ‡","Delantero",26,1,0,13,0.1,0,0,0,0,0,0
"Croatia","UEFA","MiÅ‚í¨ Å koriÄ‡","Defensa",30,1,0,7,0.1,0,0,0,0,0,0
"Croatia","UEFA","Luka SuÄiÄ‡","Mediocentro",19,1,0,6,0.1,0,0,0,0,0,0
"Morocco","CAF","Nayí¨f Aguí¨rd","Defensa",25,8,8,720,8,1,0,1,0,0.12,0
"Morocco","CAF","Yassiní¨ Bounou","Portero",30,8,8,672,7.5,0,0,1,0,0,0
"Morocco","CAF","Sofyan Amrabat","Mediocentro",25,8,7,651,7.2,0,0,1,0,0,0
"Morocco","CAF","Romain SaÃ¯ss","Defensa",31,7,7,630,7,0,0,1,0,0,0
"Morocco","CAF","Achraf Hakimi","Defensa",23,7,7,621,6.9,2,0,0,0,0.29,0
"Morocco","CAF","Ryan Mmaí¨í¨","Delantero",24,8,7,524,5.8,4,2,0,0,0.69,0.34
"Morocco","CAF","Adam Masina","Defensa",28,7,6,542,6,0,1,1,0,0,0.17
"Morocco","CAF","Imran LouÅºa","Mediocentro",22,6,6,460,5.1,2,1,0,0,0.39,0.2
"Morocco","CAF","Aymí¨n Barkok","Mediocentro",23,6,6,432,4.8,1,0,1,0,0.21,0
"Morocco","CAF","Ayoub EÅ‚ Kaabi","Delantero",28,7,5,443,4.9,5,3,0,0,1.02,0.61
"Morocco","CAF","IÅ‚ias Chair","Mediocentro",24,5,4,287,3.2,1,0,1,0,0.31,0
"Morocco","CAF","Sí¨Å‚im AmaÅ‚Å‚ah","Mediocentro",25,6,2,291,3.2,2,0,1,0,0.62,0
"Morocco","CAF","Souffian EÅ‚ Karouani","Defensa",21,3,2,161,1.8,0,0,0,0,0,0
"Morocco","CAF","Youssí¨f En-Ní¨syri","Delantero",24,2,2,156,1.7,0,0,0,0,0,0
"Morocco","CAF","Jawad EÅ‚ Yamiq","Defensa",29,2,2,97,1.1,0,0,0,0,0,0
"Morocco","CAF","Sofianí¨ BoufaÅ‚","Delantero",28,8,1,190,2.1,1,1,1,0,0.47,0.47
"Morocco","CAF","Samy Mmaí¨í¨","Defensa",25,2,1,173,1.9,0,0,1,0,0,0
"Morocco","CAF","Munir EÅ‚ Haddadi","Delantero",26,4,1,149,1.7,1,0,1,0,0.6,0
"Morocco","CAF","Sofianí¨ AÅ‚akouch","Defensa",23,3,1,106,1.2,0,0,0,0,0,0
"Morocco","CAF","Tarik TissoudaÅ‚i","Delantero",28,2,1,100,1.1,2,1,0,0,1.8,0.9
"Morocco","CAF","Sofian ChakÅ‚a","Defensa",28,1,1,90,1,0,1,1,0,0,1
"Morocco","CAF","AÅºÅºí¨diní¨ Ounahi","Mediocentro",21,1,1,90,1,2,0,0,0,2,0
"Morocco","CAF","Zakaria AboukhÅ‚aÅ‚","Mediocentro",21,3,1,88,1,0,0,0,0,0,0
"Morocco","CAF","Adí¨Å‚ Taarabt","Mediocentro",32,1,1,69,0.8,0,0,0,0,0,0
"Morocco","CAF","FayÃ§aÅ‚ Fajr","Mediocentro",33,5,0,80,0.9,0,1,0,0,0,1.13
"Morocco","CAF","Achraf Bí¨ncharki","Delantero",27,4,0,31,0.3,0,1,0,0,0,2.9
"Morocco","CAF","Yahya Attiat AÅ‚Å‚ah","Defensa",26,1,0,10,0.1,0,0,0,0,0,0
"Morocco","CAF","Mohamí¨d Chibi","Defensa",29,1,0,9,0.1,0,0,0,0,0,0
"Brazil","CONMEBOL","DaniÅ‚o","Defensa",30,13,13,1128,12.5,0,1,0,0,0,0.08
"Brazil","CONMEBOL","Lucas Paquí¨tÃ¡","Mediocentro",24,14,11,955,10.6,3,1,3,0,0.28,0.09
"Brazil","CONMEBOL","Ní¨ymar","Delantero",29,10,10,900,10,8,8,4,0,0.8,0.8
"Brazil","CONMEBOL","Thiago SiÅ‚va","Defensa",37,11,10,900,10,0,0,1,0,0,0
"Brazil","CONMEBOL","AÅ‚í¨x Sandro","Defensa",31,10,9,811,9,0,0,0,0,0,0
"Brazil","CONMEBOL","Casí¨miro","Mediocentro",29,9,9,788,8.8,1,0,3,0,0.11,0
"Brazil","CONMEBOL","AÅ‚isson","Portero",29,8,8,720,8,0,0,1,0,0,0
"Brazil","CONMEBOL","Ã‰dí¨r MiÅ‚itÃ£o","Defensa",24,8,8,700,7.8,0,0,2,0,0,0
"Brazil","CONMEBOL","Frí¨d","Mediocentro",28,8,8,589,6.5,0,1,3,0,0,0.15
"Brazil","CONMEBOL","Gabrií¨Å‚ Jí¨sus","Delantero",24,11,7,607,6.7,0,2,1,0,0,0.3
"Brazil","CONMEBOL","RicharÅ‚ison","Delantero",24,8,6,530,5.9,6,0,1,0,1.02,0
"Brazil","CONMEBOL","Edí¨rson","Portero",28,5,5,450,5,0,0,0,0,0,0
"Brazil","CONMEBOL","Gabrií¨Å‚ Barbosa","Delantero",25,8,5,437,4.9,2,0,1,0,0.41,0
"Brazil","CONMEBOL","Robí¨rto Firmino","Delantero",30,6,5,405,4.5,3,1,0,0,0.67,0.22
"Brazil","CONMEBOL","Vinicius JÃºnior","Mediocentro",21,7,5,404,4.5,1,0,2,0,0.22,0
"Brazil","CONMEBOL","PhiÅ‚ippí¨ Coutinho","Mediocentro",29,6,5,329,3.7,3,0,0,0,0.82,0
"Brazil","CONMEBOL","Eví¨rton Ribí¨iro","Mediocentro",32,9,4,396,4.4,2,0,0,0,0.45,0
"Brazil","CONMEBOL","WÃ©ví¨rton","Portero",34,4,4,360,4,0,0,0,0,0,0
"Brazil","CONMEBOL","DougÅ‚as LuiÅº","Mediocentro",23,6,4,352,3.9,0,0,2,0,0,0
"Brazil","CONMEBOL","Rí¨nan Lodi","Defensa",23,4,4,323,3.6,0,2,0,0,0,0.56
"Brazil","CONMEBOL","Mathí¨us Cunha","Delantero",22,6,3,290,3.2,0,0,0,0,0,0
"Brazil","CONMEBOL","Dani AÅ‚ví¨s","Defensa",38,4,2,266,3,0,0,0,0,0,0
"Brazil","CONMEBOL","Gí¨rson","Mediocentro",24,4,2,230,2.6,0,0,1,0,0,0
"Brazil","CONMEBOL","AÅ‚í¨x Tí¨Å‚Å‚í¨s","Defensa",29,5,2,210,2.3,0,0,0,0,0,0
"Brazil","CONMEBOL","GuiÅ‚hí¨rmí¨ Arana","Defensa",24,3,2,186,2.1,0,0,0,0,0,0
"Brazil","CONMEBOL","Lucas Ví¨rÃ­ssimo","Defensa",26,2,2,180,2,0,0,0,0,0,0
"Brazil","CONMEBOL","Bruno GuimarÃ£í¨s","Mediocentro",24,6,2,176,2,1,2,1,0,0.51,1.02
"Brazil","CONMEBOL","Emí¨rson","Defensa",23,3,2,123,1.4,0,0,2,1,0,0
"Brazil","CONMEBOL","Eví¨rton Soarí¨s","Delantero",25,5,1,125,1.4,0,0,0,0,0,0
"Brazil","CONMEBOL","Arthur Mí¨Å‚o","Mediocentro",25,2,1,104,1.2,1,0,0,0,0.87,0
"Brazil","CONMEBOL","AÅ‚Å‚an","Mediocentro",31,1,1,90,1,0,0,0,0,0,0
"Brazil","CONMEBOL","Rodrigo Caio","Defensa",28,1,0,79,0.9,0,0,0,0,0,0
"Brazil","CONMEBOL","Martiní¨Å‚Å‚i","Mediocentro",20,2,0,53,0.6,0,0,0,0,0,0
"Brazil","CONMEBOL","Fí¨Å‚ipí¨","Defensa",32,1,0,20,0.2,0,0,0,0,0,0
"Brazil","CONMEBOL","Pí¨dro","Delantero",24,1,0,15,0.2,0,0,0,0,0,0
"Brazil","CONMEBOL","Edí¨nÃ­Å‚son","Mediocentro",32,2,0,10,0.1,0,0,0,0,0,0
"Brazil","CONMEBOL","HuÅ‚k","Delantero",35,1,0,7,0.1,0,0,0,0,0,0
"Cameroon","CAF","Michaí¨Å‚ Ngadí¨u-Ngadjui","Defensa",31,8,8,750,8.3,2,1,0,0,0.24,0.12
"Cameroon","CAF","Martin HongÅ‚a","Mediocentro",23,8,8,605,6.7,0,2,0,0,0,0.3
"Cameroon","CAF","KarÅ‚ Toko Ekambi","Delantero",29,8,7,565,6.3,3,0,0,0,0.48,0
"Cameroon","CAF","Vincí¨nt Aboubakar","Delantero",30,8,7,441,4.9,2,0,1,0,0.41,0
"Cameroon","CAF","Moumi NgamaÅ‚í¨u","Mediocentro",27,6,6,428,4.8,1,3,0,0,0.21,0.63
"Cameroon","CAF","CoÅ‚Å‚ins Fai","Defensa",29,6,5,506,5.6,0,0,1,0,0,0
"Cameroon","CAF","Andrí¨-Frank Zambo Anguissa","Mediocentro",26,6,5,430,4.8,1,0,1,0,0.21,0
"Cameroon","CAF","Nouhou ToÅ‚o","Defensa",24,6,5,422,4.7,0,0,1,0,0,0
"Cameroon","CAF","Eric Maxim Choupo-Moting","Delantero",32,6,5,350,3.9,3,0,0,0,0.77,0
"Cameroon","CAF","AndrÃ© Onana","Portero",25,4,4,390,4.3,0,0,2,0,0,0
"Cameroon","CAF","Samuí¨Å‚ Oum Gouí¨t","Mediocentro",24,4,4,371,4.1,0,0,1,0,0,0
"Cameroon","CAF","Dí¨vis Epassy","Portero",28,4,4,360,4,0,0,0,0,0,0
"Cameroon","CAF","HaroÅ‚d Moukoudi","Defensa",24,4,4,360,4,0,0,0,0,0,0
"Cameroon","CAF","OÅ‚ivií¨r MbaiÅºo","Defensa",24,4,3,330,3.7,0,0,0,0,0,0
"Cameroon","CAF","Jí¨an-CharÅ‚í¨s Castí¨Å‚Å‚í¨tto","Defensa",27,2,2,210,2.3,0,0,0,0,0,0
"Cameroon","CAF","Pií¨rrí¨ Kundí¨","Mediocentro",26,5,2,184,2,0,1,0,0,0,0.49
"Cameroon","CAF","LÃ©andrí¨ Tawamba","Delantero",32,4,1,191,2.1,0,0,0,0,0,0
"Cameroon","CAF","Christian Bassogog","Delantero",26,5,1,187,2.1,2,0,1,0,0.96,0
"Cameroon","CAF","Jí¨an Onana","Mediocentro",22,3,1,132,1.5,0,0,0,0,0,0
"Cameroon","CAF","Gael‚ Ondoua","Mediocentro",26,2,1,116,1.3,0,0,0,0,0,0
"Cameroon","CAF","Jí¨an-CÅ‚audí¨ BiÅ‚Å‚ong","Defensa",28,1,1,90,1,0,0,0,0,0,0
"Cameroon","CAF","Joyskim Dawa","Defensa",25,1,1,90,1,0,0,0,0,0,0
"Cameroon","CAF","JÃ©rÃ´mí¨ OnguÃ©nÃ©","Defensa",24,1,1,90,1,0,0,0,0,0,0
"Cameroon","CAF","DupÅ‚í¨xí¨ Tchamba","Defensa",23,1,1,90,1,0,0,0,0,0,0
"Cameroon","CAF","Ambroisí¨ Oyongo","Defensa",30,1,1,86,1,0,0,0,0,0,0
"Cameroon","CAF","StÃ©phaní¨ Bahokí¨n","Delantero",29,5,0,145,1.6,0,0,0,0,0,0
"Cameroon","CAF","Jamí¨s Lí¨a SiÅ‚iki","Delantero",25,5,0,125,1.4,0,0,0,0,0,0
"Cameroon","CAF","Yvan Ní¨you","Mediocentro",25,2,0,71,0.8,0,0,1,0,0,0
"Cameroon","CAF","Ignatius Ganago","Delantero",22,3,0,60,0.7,0,0,0,0,0,0
"Cameroon","CAF","KÃ©vin Soni","Mediocentro",23,1,0,45,0.5,0,0,1,0,0,0
"Cameroon","CAF","John Mary","Delantero",28,1,0,30,0.3,0,0,1,0,0,0
"Serbia","UEFA","Sí¨rgí¨j MiÅ‚inkoviÄ‡-SaviÄ‡","Mediocentro",26,7,7,630,7,1,2,0,0,0.14,0.29
"Serbia","UEFA","DuÅ¡an TadiÄ‡","Delantero",33,8,7,607,6.7,2,6,1,0,0.3,0.89
"Serbia","UEFA","FiÅ‚ip KostiÄ‡","Mediocentro",29,8,7,585,6.5,1,2,0,0,0.15,0.31
"Serbia","UEFA","Strahinja PavÅ‚oviÄ‡","Defensa",20,7,7,585,6.5,0,0,3,0,0,0
"Serbia","UEFA","Prí¨drag RajkoviÄ‡","Portero",26,6,6,540,6,0,0,0,0,0,0
"Serbia","UEFA","Ní¨manja Gudí¨Å‚j","Mediocentro",30,7,6,488,5.4,0,0,2,0,0,0
"Serbia","UEFA","DuÅ¡an VÅ‚ahoviÄ‡","Delantero",22,8,6,488,5.4,4,0,0,0,0.74,0
"Serbia","UEFA","AÅ‚í¨ksandar MitroviÄ‡","Delantero",27,8,5,528,5.9,8,0,2,0,1.36,0
"Serbia","UEFA","NikoÅ‚a MiÅ‚í¨nkoviÄ‡","Defensa",24,5,5,449,5,1,0,1,1,0.2,0
"Serbia","UEFA","SaÅ¡a LukiÄ‡","Mediocentro",25,5,4,360,4,0,1,0,0,0,0.25
"Serbia","UEFA","Stí¨fan MitroviÄ‡","Defensa",31,4,4,360,4,0,0,0,0,0,0
"Serbia","UEFA","MiÅ‚oÅ¡ Ví¨Å‚jkoviÄ‡","Defensa",26,5,4,342,3.8,0,1,0,0,0,0.26
"Serbia","UEFA","Matija NastasiÄ‡","Defensa",28,3,3,262,2.9,0,0,0,0,0,0
"Serbia","UEFA","Darko LaÅºoviÄ‡","Mediocentro",31,5,3,226,2.5,0,1,0,0,0,0.4
"Serbia","UEFA","FiÅ‚ip ÄuriÄiÄ‡","Mediocentro",30,4,3,186,2.1,0,0,2,0,0,0
"Serbia","UEFA","Marko DmitroviÄ‡","Portero",30,2,2,180,2,0,0,0,0,0,0
"Serbia","UEFA","Ní¨manja RadonjiÄ‡","Mediocentro",25,7,1,255,2.8,0,2,1,0,0,0.71
"Serbia","UEFA","UroÅ¡ SpajiÄ‡","Defensa",28,3,1,161,1.8,0,0,1,0,0,0
"Serbia","UEFA","Ní¨manja MaksimoviÄ‡","Mediocentro",27,7,1,152,1.7,0,0,1,0,0,0
"Serbia","UEFA","Luka JoviÄ‡","Delantero",24,7,1,124,1.4,0,0,0,0,0,0
"Serbia","UEFA","Andrija Å½ivkoviÄ‡","Mediocentro",25,2,1,95,1.1,0,0,0,0,0,0
"Serbia","UEFA","Marko GrujiÄ‡","Mediocentro",25,2,1,91,1,0,0,0,0,0,0
"Serbia","UEFA","MiÅ‚an GajiÄ‡","Mediocentro",26,1,1,90,1,0,0,0,0,0,0
"Serbia","UEFA","UroÅ¡ RaÄiÄ‡","Mediocentro",23,1,1,62,0.7,0,0,0,0,0,0
"Serbia","UEFA","FiÅ‚ip MÅ‚adí¨noviÄ‡","Mediocentro",30,2,1,48,0.5,0,0,0,0,0,0
"Serbia","UEFA","MihaiÅ‚o RistiÄ‡","Defensa",26,2,0,25,0.3,0,0,0,0,0,0
"Switzerland","UEFA","Yann Sommí¨r","Portero",33,8,8,720,8,0,0,0,0,0,0
"Switzerland","UEFA","Rí¨mo Frí¨uÅ‚í¨r","Mediocentro",29,7,7,600,6.7,1,0,1,0,0.15,0
"Switzerland","UEFA","Ricardo RodrÃ­guí¨Åº","Defensa",29,7,7,535,5.9,0,1,0,0,0,0.17
"Switzerland","UEFA","Nico EÅ‚ví¨di","Defensa",25,6,6,540,6,0,0,1,0,0,0
"Switzerland","UEFA","SiÅ‚van Widmí¨r","Defensa",28,7,6,519,5.8,1,0,0,0,0.17,0
"Switzerland","UEFA","Manuí¨Å‚ Akanji","Defensa",26,6,6,502,5.6,0,0,2,0,0,0
"Switzerland","UEFA","Xhí¨rdan Shaqiri","Mediocentro",30,6,6,484,5.4,1,4,0,0,0.19,0.74
"Switzerland","UEFA","Dí¨nis Zakaria","Mediocentro",25,7,4,424,4.7,0,0,2,0,0,0
"Switzerland","UEFA","Rubí¨n Vargas","Mediocentro",23,7,4,399,4.4,1,0,0,0,0.23,0
"Switzerland","UEFA","Rí¨nato Stí¨ffí¨n","Mediocentro",30,6,4,348,3.9,1,1,0,0,0.26,0.26
"Switzerland","UEFA","Haris Sí¨fí¨roviÄ‡","Delantero",29,4,4,335,3.7,1,0,0,0,0.27,0
"Switzerland","UEFA","Brí¨í¨Å‚ EmboÅ‚o","Delantero",24,4,4,330,3.7,3,3,0,0,0.82,0.82
"Switzerland","UEFA","Stí¨ví¨n Zubí¨r","Mediocentro",30,6,4,324,3.6,2,0,0,0,0.56,0
"Switzerland","UEFA","Fabian SchÃ¤r","Defensa",30,4,3,307,3.4,0,2,1,0,0,0.59
"Switzerland","UEFA","Kí¨vin Mbabu","Defensa",26,3,3,260,2.9,0,0,1,0,0,0
"Switzerland","UEFA","Fabian Frí¨i","Mediocentro",33,4,3,251,2.8,0,0,2,0,0,0
"Switzerland","UEFA","Granit Xhaka","Mediocentro",29,2,2,180,2,0,0,0,0,0,0
"Switzerland","UEFA","DjibriÅ‚ Sow","Mediocentro",24,6,2,171,1.9,0,0,1,0,0,0
"Switzerland","UEFA","Noah Okafor","Mediocentro",21,2,2,145,1.6,1,1,0,0,0.62,0.62
"Switzerland","UEFA","Christian Fassnacht","Mediocentro",28,4,1,114,1.3,1,0,0,0,0.79,0
"Switzerland","UEFA","Mario GavranoviÄ‡","Delantero",32,4,1,113,1.3,1,1,0,0,0.8,0.8
"Switzerland","UEFA","Michí¨Å‚ Aí¨bischí¨r","Mediocentro",25,3,1,96,1.1,0,0,1,0,0,0
"Switzerland","UEFA","UÅ‚issí¨s Garcia","Defensa",26,3,0,95,1.1,0,0,1,0,0,0
"Switzerland","UEFA","Andi Zí¨qiri","Delantero",22,4,0,37,0.4,0,0,0,0,0,0
"Switzerland","UEFA","EdimiÅ‚son Fí¨rnandí¨s","Mediocentro",25,1,0,26,0.3,0,0,0,0,0,0
